12,	12,	0,	12,	4.55,	453,	2,	1,	0,	10,	10,	0,	10,	6.45,	436,	2,	1,	0,	4
12,	7,	4,	1,	1.61,	132,	6,	1,	0,	10,	5,	3,	1,	3.82,	265,	6,	1,	0,	1
12,	6,	5,	0,	3.21,	104,	6,	1,	0,	10,	6,	4,	1,	4.12,	303,	6,	1,	0,	1
12,	5,	3,	1,	1.28,	43,	6,	1,	0,	10,	5,	4,	0,	1.55,	163,	5,	1,	0,	1
12,	7,	5,	1,	3.93,	54,	5,	1,	0,	10,	6,	4,	1,	4.68,	100,	5,	1,	0,	1
12,	6,	4,	1,	5.04,	234,	6,	1,	0,	10,	5,	3,	1,	4.69,	353,	5,	1,	0,	1
12,	5,	4,	0,	4.70,	257,	5,	1,	0,	10,	5,	3,	1,	3.44,	195,	5,	1,	0,	1
12,	6,	4,	1,	4.99,	143,	5,	1,	0,	10,	6,	4,	1,	2.01,	173,	5,	1,	0,	1
12,	6,	4,	1,	2.68,	233,	6,	1,	0,	10,	5,	4,	0,	4.70,	64,	5,	1,	0,	1
12,	7,	5,	1,	3.02,	144,	6,	1,	0,	10,	5,	3,	1,	1.22,	84,	5,	1,	0,	1
12,	7,	5,	1,	4.14,	98,	5,	1,	0,	10,	6,	4,	1,	2.15,	184,	5,	1,	0,	1
12,	7,	5,	1,	3.49,	77,	6,	1,	0,	10,	4,	3,	0,	2.72,	129,	6,	1,	0,	1
12,	5,	3,	1,	3.09,	94,	6,	1,	0,	10,	5,	4,	0,	4.84,	338,	5,	1,	0,	1
12,	7,	5,	1,	5.32,	347,	5,	1,	0,	10,	5,	4,	0,	1.74,	311,	5,	1,	0,	1
12,	5,	4,	0,	4.14,	148,	6,	1,	0,	10,	5,	3,	1,	0.96,	174,	6,	1,	0,	1
12,	5,	3,	1,	3.75,	224,	6,	1,	0,	10,	5,	4,	0,	5.30,	349,	6,	1,	0,	1
12,	7,	5,	1,	4.56,	86,	6,	1,	0,	10,	6,	4,	1,	2.35,	108,	5,	1,	0,	1
12,	6,	4,	1,	1.94,	200,	6,	1,	0,	10,	4,	3,	0,	5.12,	86,	5,	1,	0,	1
12,	6,	4,	1,	1.65,	295,	6,	1,	0,	10,	5,	3,	1,	1.96,	162,	5,	1,	0,	1
12,	7,	5,	1,	1.68,	190,	6,	1,	0,	10,	5,	3,	1,	1.37,	153,	6,	1,	0,	1
12,	6,	4,	1,	3.25,	79,	5,	1,	0,	10,	4,	3,	0,	2.17,	143,	5,	1,	0,	1
12,	6,	4,	1,	2.16,	80,	5,	1,	0,	10,	5,	4,	0,	3.98,	130,	5,	1,	0,	1
12,	6,	4,	1,	4.59,	354,	6,	1,	0,	10,	6,	4,	1,	3.69,	115,	5,	1,	0,	1
12,	7,	4,	1,	3.66,	119,	6,	1,	0,	10,	6,	4,	1,	3.54,	52,	6,	1,	0,	1
12,	5,	4,	0,	2.36,	372,	5,	1,	0,	10,	5,	4,	0,	3.40,	194,	6,	1,	0,	1
12,	5,	3,	1,	3.05,	350,	5,	1,	0,	10,	6,	4,	1,	2.66,	213,	6,	1,	0,	1
12,	5,	4,	0,	2.55,	307,	5,	1,	0,	10,	6,	4,	1,	4.14,	82,	5,	1,	0,	1
12,	5,	4,	0,	4.61,	313,	5,	1,	0,	10,	6,	5,	0,	4.95,	82,	6,	1,	0,	1
12,	5,	4,	0,	4.13,	104,	5,	1,	0,	10,	4,	3,	0,	0.59,	358,	5,	1,	0,	1
12,	6,	4,	1,	1.63,	274,	6,	1,	0,	10,	6,	4,	1,	2.17,	155,	6,	1,	0,	1
12,	5,	4,	0,	2.72,	156,	5,	1,	0,	10,	4,	2,	1,	1.49,	303,	6,	2,	0,	1
12,	6,	5,	0,	1.93,	140,	6,	1,	0,	10,	6,	4,	1,	3.23,	248,	5,	1,	0,	1
12,	6,	4,	1,	1.45,	345,	6,	1,	0,	10,	6,	4,	1,	1.91,	319,	6,	1,	0,	1
12,	5,	4,	0,	2.12,	273,	6,	1,	0,	10,	5,	3,	1,	0.66,	276,	6,	1,	0,	1
12,	6,	5,	0,	4.95,	106,	5,	1,	0,	10,	4,	3,	0,	0.44,	301,	5,	1,	0,	1
12,	5,	3,	1,	1.84,	320,	5,	1,	0,	10,	4,	3,	0,	1.70,	358,	5,	1,	0,	1
12,	7,	4,	1,	4.43,	354,	5,	1,	0,	10,	5,	4,	0,	1.30,	346,	5,	1,	0,	1
12,	5,	4,	0,	1.51,	274,	6,	1,	0,	10,	5,	4,	0,	1.97,	67,	5,	1,	0,	1
12,	5,	3,	1,	4.25,	90,	5,	1,	0,	10,	6,	5,	0,	3.13,	172,	6,	1,	0,	1
12,	6,	5,	0,	4.17,	109,	5,	1,	0,	10,	6,	4,	1,	3.53,	45,	6,	1,	0,	1
12,	6,	4,	1,	1.63,	110,	5,	1,	0,	10,	5,	3,	1,	3.69,	187,	6,	1,	0,	1
12,	7,	5,	1,	1.69,	281,	5,	1,	0,	10,	5,	4,	0,	2.28,	286,	5,	1,	0,	1
12,	7,	5,	1,	0.45,	197,	6,	1,	0,	10,	5,	3,	1,	4.85,	294,	6,	1,	0,	1
12,	5,	3,	1,	0.58,	147,	5,	1,	0,	10,	5,	4,	0,	4.41,	128,	5,	1,	0,	1
12,	6,	4,	1,	4.55,	192,	6,	1,	0,	10,	4,	3,	0,	1.96,	138,	5,	1,	0,	1
12,	6,	5,	0,	4.72,	372,	5,	1,	0,	10,	6,	4,	1,	1.51,	120,	6,	1,	0,	1
12,	7,	5,	1,	4.79,	89,	5,	1,	0,	10,	6,	4,	1,	2.69,	305,	6,	1,	0,	1
12,	6,	4,	1,	3.56,	187,	6,	1,	0,	10,	5,	3,	1,	5.31,	94,	5,	1,	0,	1
12,	7,	5,	1,	4.29,	85,	6,	1,	0,	10,	5,	3,	1,	4.60,	285,	5,	1,	0,	1
12,	6,	4,	1,	4.27,	48,	5,	1,	0,	10,	6,	4,	1,	2.85,	221,	6,	1,	0,	1
12,	6,	2,	3,	6.10,	244,	4,	2,	0,	10,	5,	3,	1,	1.21,	224,	3,	1,	0,	2
12,	6,	2,	2,	6.12,	230,	3,	2,	0,	10,	6,	2,	3,	2.81,	261,	3,	2,	0,	2
12,	7,	3,	2,	3.71,	190,	4,	2,	0,	10,	6,	3,	2,	1.98,	377,	3,	2,	0,	2
12,	7,	2,	3,	2.58,	315,	3,	2,	0,	10,	5,	2,	1,	5.93,	236,	3,	1,	0,	2
12,	6,	2,	3,	1.97,	197,	3,	2,	0,	10,	5,	2,	2,	3.52,	412,	4,	2,	0,	2
12,	6,	2,	3,	4.73,	473,	4,	2,	0,	10,	6,	3,	1,	5.78,	251,	3,	1,	0,	2
12,	7,	3,	2,	2.45,	371,	4,	2,	0,	10,	7,	3,	3,	2.29,	200,	4,	2,	0,	2
12,	7,	2,	3,	3.26,	172,	3,	2,	0,	10,	6,	3,	2,	1.42,	278,	4,	2,	0,	2
12,	8,	3,	3,	5.63,	313,	4,	2,	0,	10,	6,	3,	2,	3.40,	360,	3,	2,	0,	2
12,	7,	3,	2,	1.86,	419,	4,	2,	0,	10,	6,	2,	3,	1.25,	463,	4,	2,	0,	2
12,	6,	2,	2,	5.18,	229,	4,	2,	0,	10,	7,	3,	2,	5.69,	400,	4,	2,	0,	2
12,	6,	2,	2,	5.37,	404,	3,	2,	0,	10,	6,	3,	2,	3.65,	168,	3,	2,	0,	2
12,	8,	3,	3,	6.05,	354,	3,	2,	0,	10,	7,	2,	3,	3.59,	256,	3,	2,	0,	2
12,	7,	3,	2,	1.88,	412,	3,	2,	0,	10,	5,	2,	2,	2.51,	399,	3,	2,	0,	2
12,	6,	2,	2,	3.65,	171,	4,	2,	0,	10,	7,	3,	2,	5.33,	367,	3,	2,	0,	2
12,	7,	3,	2,	3.30,	478,	4,	2,	0,	10,	6,	2,	3,	1.22,	229,	4,	2,	0,	2
12,	7,	3,	2,	4.85,	300,	4,	2,	0,	10,	5,	2,	2,	2.60,	232,	3,	2,	0,	2
12,	6,	2,	2,	3.14,	254,	4,	2,	0,	10,	6,	2,	3,	2.57,	249,	4,	2,	0,	2
12,	7,	3,	3,	4.06,	394,	4,	2,	0,	10,	6,	3,	2,	1.75,	304,	4,	2,	0,	2
12,	7,	2,	3,	2.00,	389,	4,	2,	0,	10,	5,	3,	1,	2.07,	472,	4,	1,	0,	2
12,	7,	2,	3,	5.03,	194,	3,	2,	0,	10,	7,	3,	2,	3.14,	397,	3,	2,	0,	2
12,	6,	2,	2,	5.17,	259,	3,	2,	0,	10,	6,	3,	2,	2.93,	303,	4,	2,	0,	2
12,	8,	4,	3,	1.37,	197,	4,	2,	0,	10,	6,	3,	2,	3.09,	341,	4,	2,	0,	2
12,	8,	3,	3,	3.09,	427,	3,	2,	0,	10,	6,	2,	2,	2.47,	423,	4,	2,	0,	2
12,	6,	3,	1,	2.64,	302,	3,	1,	0,	10,	7,	2,	3,	3.27,	410,	4,	2,	0,	2
12,	7,	3,	2,	3.47,	269,	3,	2,	0,	10,	6,	3,	2,	4.58,	426,	3,	2,	0,	2
12,	6,	2,	2,	4.10,	314,	3,	2,	0,	10,	5,	2,	2,	2.53,	265,	4,	2,	0,	2
12,	6,	3,	2,	3.34,	212,	3,	2,	0,	10,	5,	2,	2,	5.82,	335,	3,	2,	0,	2
12,	8,	3,	3,	2.36,	344,	4,	2,	0,	10,	6,	3,	2,	3.80,	475,	3,	2,	0,	2
12,	6,	2,	2,	5.84,	450,	4,	2,	0,	10,	6,	2,	3,	2.72,	362,	3,	2,	0,	2
12,	7,	3,	3,	3.57,	373,	4,	2,	0,	10,	7,	3,	2,	5.18,	422,	3,	2,	0,	2
12,	7,	2,	3,	1.52,	311,	4,	2,	0,	10,	5,	2,	1,	4.41,	232,	4,	1,	0,	2
12,	6,	2,	2,	2.75,	440,	3,	2,	0,	10,	7,	3,	2,	3.15,	413,	4,	2,	0,	2
12,	7,	2,	3,	2.47,	464,	3,	2,	0,	10,	6,	2,	2,	2.91,	215,	4,	2,	0,	2
12,	7,	2,	3,	5.77,	332,	4,	2,	0,	10,	6,	2,	2,	4.97,	302,	4,	2,	0,	2
12,	7,	3,	3,	5.69,	270,	3,	2,	0,	10,	6,	2,	2,	6.14,	409,	4,	2,	0,	2
12,	7,	3,	2,	4.57,	448,	4,	2,	0,	10,	5,	2,	1,	3.81,	379,	3,	1,	0,	2
12,	6,	2,	2,	5.32,	193,	4,	2,	0,	10,	7,	3,	2,	4.26,	364,	4,	2,	0,	2
12,	6,	2,	3,	4.43,	375,	4,	2,	0,	10,	6,	3,	2,	4.55,	242,	4,	2,	0,	2
12,	6,	2,	3,	3.20,	410,	4,	2,	0,	10,	5,	2,	2,	2.50,	461,	4,	2,	0,	2
12,	6,	2,	2,	3.98,	290,	4,	2,	0,	10,	7,	3,	2,	2.98,	334,	3,	2,	0,	2
12,	6,	3,	2,	4.38,	403,	4,	2,	0,	10,	5,	2,	2,	4.10,	240,	4,	2,	0,	2
12,	7,	3,	2,	5.29,	408,	4,	2,	0,	10,	5,	2,	1,	2.52,	300,	4,	1,	0,	2
12,	7,	3,	2,	5.22,	420,	4,	2,	0,	10,	5,	2,	1,	1.78,	468,	3,	1,	0,	2
12,	8,	4,	2,	2.89,	205,	3,	2,	0,	10,	6,	2,	2,	4.81,	471,	3,	2,	0,	2
12,	8,	3,	3,	2.72,	462,	3,	2,	0,	10,	5,	2,	2,	1.86,	377,	4,	2,	0,	2
12,	6,	2,	2,	4.45,	437,	3,	2,	0,	10,	6,	3,	2,	2.34,	328,	3,	2,	0,	2
12,	7,	3,	2,	4.11,	257,	4,	2,	0,	10,	6,	2,	2,	5.93,	308,	3,	2,	0,	2
12,	7,	2,	3,	4.48,	388,	4,	2,	0,	10,	5,	2,	1,	1.96,	407,	3,	1,	0,	2
12,	6,	2,	2,	2.54,	189,	3,	2,	0,	10,	5,	2,	2,	4.93,	256,	3,	2,	0,	2
12,	9,	2,	5,	4.70,	613,	4,	2,	0,	10,	7,	3,	4,	1.96,	499,	2,	2,	0,	3
12,	10,	3,	5,	2.42,	570,	3,	2,	0,	10,	8,	1,	5,	2.59,	579,	2,	2,	0,	3
12,	9,	2,	6,	6.50,	531,	3,	2,	0,	10,	8,	2,	5,	4.79,	648,	2,	2,	0,	3
12,	9,	3,	5,	4.42,	683,	2,	2,	0,	10,	8,	2,	5,	6.62,	744,	4,	2,	0,	3
12,	10,	2,	6,	3.99,	551,	3,	2,	0,	10,	7,	1,	5,	5.68,	739,	3,	3,	0,	3
12,	9,	3,	5,	5.04,	781,	3,	2,	0,	10,	8,	2,	5,	6.07,	599,	3,	2,	0,	3
12,	8,	2,	5,	6.89,	745,	4,	2,	0,	10,	8,	2,	5,	2.42,	652,	3,	2,	0,	3
12,	8,	2,	5,	2.43,	692,	2,	2,	0,	10,	8,	2,	5,	6.79,	495,	2,	2,	0,	3
12,	10,	3,	5,	2.67,	669,	3,	2,	0,	10,	7,	2,	4,	1.98,	483,	3,	2,	0,	3
12,	9,	2,	6,	5.48,	512,	3,	2,	0,	10,	7,	2,	4,	3.31,	655,	2,	2,	0,	3
12,	9,	2,	6,	4.16,	583,	3,	2,	0,	10,	8,	2,	5,	6.29,	697,	3,	2,	0,	3
12,	9,	2,	6,	4.74,	587,	3,	2,	0,	10,	7,	2,	4,	3.72,	757,	3,	2,	0,	3
12,	9,	3,	5,	2.41,	605,	2,	2,	0,	10,	8,	2,	4,	2.26,	544,	2,	2,	0,	3
12,	8,	2,	5,	5.97,	667,	4,	2,	0,	10,	8,	3,	4,	2.54,	679,	3,	2,	0,	3
12,	8,	2,	5,	2.77,	555,	4,	2,	0,	10,	7,	2,	4,	3.42,	710,	3,	2,	0,	3
12,	8,	3,	4,	3.81,	604,	3,	2,	0,	10,	7,	2,	4,	4.10,	769,	3,	2,	0,	3
12,	8,	1,	5,	5.06,	511,	4,	2,	0,	10,	8,	3,	4,	6.25,	528,	4,	2,	0,	3
12,	8,	2,	5,	2.63,	527,	3,	2,	0,	10,	8,	2,	4,	5.06,	684,	2,	2,	0,	3
12,	9,	3,	5,	3.17,	631,	3,	2,	0,	10,	8,	2,	4,	3.14,	531,	2,	2,	0,	3
12,	10,	2,	8,	6.90,	658,	3,	3,	0,	10,	7,	2,	4,	4.64,	488,	3,	2,	0,	3
12,	8,	2,	5,	3.22,	556,	4,	2,	0,	10,	8,	2,	5,	6.85,	771,	2,	2,	0,	3
12,	10,	3,	6,	4.68,	606,	3,	2,	0,	10,	7,	2,	4,	5.10,	788,	3,	2,	0,	3
12,	8,	3,	4,	5.46,	732,	3,	2,	0,	10,	7,	2,	4,	3.08,	575,	2,	2,	0,	3
12,	9,	2,	6,	4.49,	490,	2,	2,	0,	10,	9,	2,	6,	4.03,	661,	3,	2,	0,	3
12,	8,	2,	5,	2.41,	788,	3,	2,	0,	10,	7,	2,	4,	4.26,	615,	3,	2,	0,	3
12,	9,	2,	6,	6.30,	670,	3,	2,	0,	10,	8,	3,	4,	4.46,	801,	2,	2,	0,	3
12,	9,	1,	7,	3.07,	622,	2,	3,	0,	10,	7,	2,	4,	5.78,	540,	2,	2,	0,	3
12,	10,	3,	6,	3.41,	751,	2,	2,	0,	10,	8,	2,	5,	4.37,	553,	3,	2,	0,	3
12,	10,	3,	6,	6.52,	733,	3,	2,	0,	10,	8,	3,	4,	5.59,	522,	3,	2,	0,	3
12,	10,	2,	6,	6.38,	720,	3,	2,	0,	10,	7,	2,	4,	3.46,	785,	2,	2,	0,	3
12,	9,	2,	6,	4.77,	567,	4,	2,	0,	10,	7,	2,	4,	4.63,	517,	2,	2,	0,	3
12,	10,	2,	7,	4.12,	800,	2,	2,	0,	10,	8,	2,	5,	3.28,	626,	2,	2,	0,	3
12,	8,	2,	5,	5.76,	776,	3,	2,	0,	10,	8,	2,	5,	5.16,	601,	3,	2,	0,	3
12,	9,	1,	7,	3.09,	765,	4,	3,	0,	10,	8,	3,	4,	3.45,	527,	3,	2,	0,	3
