11,	11,	0,	11,	3.02,	166,	2,	1,	0,	11,	11,	0,11,	5.16,	191,	2,	1,	0,	1
11,	5,	3,	1,	4.90,	44,	5,	1,	0,	11,	5,	4,	0,	3.39,	82,	6,	1,	0,	1
11,	6,	4,	1,	2.52,	250,	6,	1,	0,	11,	6,	4,	1,	2.79,	85,	5,	1,	0,	1
11,	5,	3,	1,	1.15,	72,	5,	1,	0,	11,	5,	4,	0,	5.17,	161,	6,	1,	0,	1
11,	5,	4,	0,	1.75,	183,	6,	1,	0,	11,	6,	4,	1,	0.53,	51,	5,	1,	0,	1
11,	6,	4,	1,	2.36,	204,	5,	1,	0,	11,	5,	3,	1,	2.14,	115,	6,	1,	0,	1
11,	6,	4,	1,	5.08,	123,	6,	1,	0,	11,	7,	5,	1,	3.12,	295,	5,	1,	0,	1
11,	6,	4,	1,	4.90,	193,	5,	1,	0,	11,	5,	3,	1,	2.18,	132,	5,	1,	0,	1
11,	5,	3,	1,	3.52,	168,	6,	1,	0,	11,	6,	4,	1,	2.59,	128,	5,	1,	0,	1
11,	5,	3,	1,	3.33,	145,	5,	1,	0,	11,	6,	4,	1,	2.79,	286,	6,	1,	0,	1
11,	6,	4,	1,	3.44,	229,	5,	1,	0,	11,	5,	3,	1,	5.35,	355,	6,	1,	0,	1
11,	6,	4,	1,	2.17,	146,	6,	1,	0,	11,	6,	4,	1,	3.77,	113,	5,	1,	0,	1
11,	6,	4,	1,	4.24,	207,	5,	1,	0,	11,	6,	3,	1,	3.11,	49,	6,	1,	0,	1
11,	5,	3,	1,	4.72,	76,	6,	1,	0,	11,	5,	3,	1,	1.58,	173,	6,	1,	0,	1
11,	6,	4,	1,	4.75,	122,	6,	1,	0,	11,	7,	5,	1,	2.37,	139,	6,	1,	0,	1
11,	6,	4,	1,	5.19,	109,	5,	1,	0,	11,	5,	3,	1,	1.12,	67,	6,	1,	0,	1
11,	5,	3,	1,	1.36,	176,	6,	1,	0,	11,	5,	3,	1,	1.00,	98,	5,	1,	0,	1
11,	6,	4,	1,	1.89,	225,	5,	1,	0,	11,	6,	4,	1,	3.09,	70,	6,	1,	0,	1
11,	6,	4,	1,	4.14,	231,	5,	1,	0,	11,	6,	4,	1,	3.32,	318,	5,	1,	0,	1
11,	6,	4,	1,	4.06,	346,	6,	1,	0,	11,	6,	4,	1,	2.18,	127,	6,	1,	0,	1
11,	6,	4,	1,	0.83,	119,	5,	1,	0,	11,	6,	4,	1,	0.52,	155,	6,	1,	0,	1
11,	6,	4,	1,	4.51,	51,	6,	1,	0,	11,	5,	4,	0,	5.07,	361,	5,	1,	0,	1
11,	6,	4,	1,	1.31,	335,	6,	1,	0,	11,	5,	3,	1,	2.35,	178,	5,	1,	0,	1
11,	5,	4,	0,	4.99,	275,	5,	1,	0,	11,	6,	4,	1,	1.74,	226,	6,	1,	0,	1
11,	6,	5,	0,	2.56,	99,	5,	1,	0,	11,	6,	5,	0,	2.26,	278,	5,	1,	0,	1
11,	6,	4,	1,	3.21,	121,	6,	1,	0,	11,	6,	4,	1,	4.75,	191,	5,	1,	0,	1
11,	5,	3,	1,	3.74,	317,	5,	1,	0,	11,	5,	3,	1,	3.08,	193,	5,	1,	0,	1
11,	6,	4,	1,	1.27,	367,	5,	1,	0,	11,	5,	4,	0,	1.75,	224,	5,	1,	0,	1
11,	5,	4,	0,	1.58,	253,	5,	1,	0,	11,	5,	4,	0,	2.55,	129,	6,	1,	0,	1
11,	5,	3,	1,	1.94,	272,	6,	1,	0,	11,	6,	4,	1,	3.07,	55,	5,	1,	0,	1
11,	6,	4,	1,	3.92,	80,	5,	1,	0,	11,	6,	4,	1,	2.89,	82,	5,	1,	0,	1
11,	6,	4,	1,	4.24,	352,	6,	1,	0,	11,	6,	4,	1,	1.33,	315,	5,	1,	0,	1
11,	5,	4,	0,	3.24,	212,	5,	1,	0,	11,	6,	5,	0,	1.78,	307,	6,	1,	0,	1
11,	6,	4,	1,	4.61,	207,	6,	1,	0,	11,	6,	4,	1,	4.45,	250,	5,	1,	0,	1
11,	5,	4,	0,	1.03,	304,	5,	1,	0,	11,	6,	4,	1,	5.30,	321,	5,	1,	0,	1
11,	6,	4,	1,	0.88,	178,	6,	1,	0,	11,	6,	4,	1,	5.32,	121,	5,	1,	0,	1
11,	5,	4,	0,	5.16,	83,	6,	1,	0,	11,	5,	3,	1,	3.39,	339,	6,	1,	0,	1
11,	6,	4,	1,	2.23,	266,	6,	1,	0,	11,	6,	5,	0,	2.59,	349,	5,	1,	0,	1
11,	6,	4,	1,	1.32,	253,	6,	1,	0,	11,	5,	3,	1,	0.43,	200,	5,	1,	0,	1
11,	6,	5,	0,	3.30,	269,	6,	1,	0,	11,	5,	4,	0,	0.72,	350,	6,	1,	0,	1
11,	6,	5,	0,	0.85,	331,	5,	1,	0,	11,	6,	4,	1,	2.41,	67,	6,	1,	0,	1
11,	6,	4,	1,	3.55,	124,	6,	1,	0,	11,	6,	4,	1,	2.30,	195,	5,	1,	0,	1
11,	6,	4,	1,	1.94,	200,	5,	1,	0,	11,	5,	3,	1,	4.86,	243,	5,	1,	0,	1
11,	6,	4,	1,	4.19,	315,	5,	1,	0,	11,	6,	4,	1,	2.85,	194,	6,	1,	0,	1
11,	6,	5,	0,	4.58,	232,	5,	1,	0,	11,	7,	5,	1,	0.82,	106,	5,	1,	0,	1
11,	5,	3,	1,	4.66,	59,	5,	1,	0,	11,	6,	4,	1,	1.67,	273,	6,	1,	0,	1
11,	5,	3,	1,	4.39,	343,	6,	1,	0,	11,	5,	4,	0,	2.25,	366,	6,	1,	0,	1
11,	6,	4,	1,	4.57,	214,	6,	1,	0,	11,	5,	3,	1,	2.26,	335,	5,	1,	0,	1
11,	5,	4,	0,	3.57,	225,	6,	1,	0,	11,	5,	4,	0,	1.85,	235,	6,	1,	0,	1
11,	6,	4,	1,	3.47,	345,	5,	1,	0,	11,	6,	4,	1,	4.37,	52,	6,	1,	0,	1
11,	6,	4,	1,	2.89,	150,	5,	1,	0,	11,	5,	4,	0,	3.47,	197,	5,	1,	0,	1
11,	5,	3,	1,	3.74,	149,	5,	1,	0,	11,	5,	4,	0,	2.20,	212,	5,	1,	0,	1
11,	6,	4,	1,	0.81,	251,	6,	1,	0,	11,	6,	4,	1,	5.12,	270,	6,	1,	0,	1
11,	5,	3,	1,	4.37,	235,	6,	1,	0,	11,	6,	5,	0,	3.15,	255,	6,	1,	0,	1
11,	6,	4,	1,	2.03,	219,	6,	1,	0,	11,	6,	5,	0,	3.79,	149,	5,	1,	0,	1
11,	5,	3,	1,	2.96,	357,	6,	1,	0,	11,	6,	4,	1,	2.23,	245,	6,	1,	0,	1
11,	6,	4,	1,	2.07,	69,	6,	1,	0,	11,	5,	3,	1,	2.11,	109,	5,	1,	0,	1
11,	6,	4,	1,	0.57,	312,	5,	1,	0,	11,	5,	4,	0,	4.95,	55,	5,	1,	0,	1
11,	6,	4,	1,	3.70,	336,	6,	1,	0,	11,	6,	5,	0,	1.83,	163,	6,	1,	0,	1
11,	6,	4,	1,	4.97,	252,	5,	1,	0,	11,	6,	4,	1,	4.75,	75,	6,	1,	0,	1
11,	6,	4,	1,	0.68,	146,	6,	1,	0,	11,	5,	4,	0,	3.07,	156,	6,	1,	0,	1
11,	6,	4,	1,	1.79,	235,	6,	1,	0,	11,	6,	4,	1,	4.09,	211,	5,	1,	0,	1
11,	5,	3,	1,	3.49,	154,	6,	1,	0,	11,	5,	4,	0,	3.93,	225,	6,	1,	0,	1
11,	6,	5,	0,	1.44,	230,	6,	1,	0,	11,	6,	4,	1,	4.07,	46,	6,	1,	0,	1
11,	5,	4,	0,	4.69,	349,	6,	1,	0,	11,	5,	4,	0,	2.99,	53,	6,	1,	0,	1
11,	6,	5,	0,	3.21,	123,	5,	1,	0,	11,	6,	5,	0,	1.59,	366,	6,	1,	0,	1
11,	5,	3,	1,	4.07,	300,	6,	1,	0,	11,	6,	4,	1,	0.68,	206,	6,	1,	0,	1
11,	6,	4,	1,	0.55,	70,	5,	1,	0,	11,	5,	3,	1,	2.87,	133,	6,	1,	0,	1
11,	6,	4,	1,	3.79,	86,	5,	1,	0,	11,	6,	4,	1,	3.69,	127,	5,	1,	0,	1
11,	5,	3,	1,	2.67,	127,	6,	1,	0,	11,	6,	4,	1,	3.68,	128,	5,	1,	0,	1
11,	5,	4,	0,	2.89,	227,	5,	1,	0,	11,	6,	4,	1,	2.56,	286,	5,	1,	0,	1
11,	5,	3,	1,	2.52,	88,	6,	1,	0,	11,	5,	4,	0,	4.76,	150,	5,	1,	0,	1
11,	6,	5,	0,	3.77,	335,	5,	1,	0,	11,	6,	4,	1,	3.53,	90,	6,	1,	0,	1
11,	6,	5,	0,	2.12,	338,	5,	1,	0,	11,	6,	5,	0,	3.29,	53,	5,	1,	0,	1
11,	7,	5,	1,	2.78,	249,	6,	1,	0,	11,	6,	4,	1,	4.30,	85,	5,	1,	0,	1
11,	7,	5,	1,	2.78,	370,	5,	1,	0,	11,	6,	4,	1,	4.88,	177,	6,	1,	0,	1
11,	5,	4,	0,	4.08,	87,	5,	1,	0,	11,	7,	5,	1,	2.17,	93,	6,	1,	0,	1
11,	7,	5,	1,	2.35,	352,	6,	1,	0,	11,	5,	4,	0,	2.53,	83,	5,	1,	0,	1
11,	6,	4,	1,	1.75,	91,	5,	1,	0,	11,	6,	4,	1,	3.89,	318,	6,	1,	0,	1
11,	7,	5,	1,	1.77,	202,	6,	1,	0,	11,	6,	5,	0,	1.68,	271,	6,	1,	0,	1
11,	6,	4,	1,	1.16,	117,	6,	1,	0,	11,	5,	4,	0,	0.50,	258,	5,	1,	0,	1
11,	6,	5,	0,	2.30,	204,	6,	1,	0,	11,	6,	4,	1,	3.33,	202,	6,	1,	0,	1
11,	6,	5,	0,	3.85,	205,	6,	1,	0,	11,	5,	4,	0,	0.63,	60,	5,	1,	0,	1
11,	5,	3,	1,	0.98,	148,	5,	1,	0,	11,	5,	4,	0,	2.51,	261,	6,	1,	0,	1
11,	6,	4,	1,	1.02,	306,	5,	1,	0,	11,	6,	4,	1,	3.42,	229,	6,	1,	0,	1
11,	6,	4,	1,	0.40,	263,	5,	1,	0,	11,	6,	4,	1,	0.48,	56,	5,	1,	0,	1
11,	5,	3,	1,	2.59,	270,	6,	1,	0,	11,	6,	4,	1,	2.88,	113,	5,	1,	0,	1
11,	6,	4,	1,	5.36,	86,	6,	1,	0,	11,	6,	4,	1,	4.70,	277,	5,	1,	0,	1
11,	5,	3,	1,	2.29,	162,	5,	1,	0,	11,	6,	4,	1,	0.85,	337,	6,	1,	0,	1
11,	5,	4,	0,	2.85,	111,	6,	1,	0,	11,	6,	4,	1,	1.44,	235,	5,	1,	0,	1
11,	6,	5,	0,	2.24,	170,	5,	1,	0,	11,	6,	4,	1,	4.62,	247,	5,	1,	0,	1
11,	6,	4,	1,	1.05,	136,	5,	1,	0,	11,	5,	3,	1,	0.92,	125,	6,	1,	0,	1
11,	7,	5,	1,	2.49,	120,	6,	1,	0,	11,	5,	3,	1,	2.80,	85,	6,	1,	0,	1
11,	7,	4,	1,	3.58,	255,	5,	1,	0,	11,	6,	4,	1,	4.70,	165,	6,	1,	0,	1
11,	6,	5,	0,	2.13,	134,	5,	1,	0,	11,	6,	5,	0,	3.60,	148,	6,	1,	0,	1
11,	6,	4,	1,	1.87,	227,	5,	1,	0,	11,	6,	4,	1,	5.15,	347,	5,	1,	0,	1
11,	6,	4,	1,	1.42,	56,	5,	1,	0,	11,	6,	4,	1,	1.97,	364,	6,	1,	0,	1
11,	5,	3,	1,	4.12,	194,	5,	1,	0,	11,	7,	5,	1,	1.56,	259,	5,	1,	0,	1
